fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total SO2,density,pH,sulphates,alcohol,quality
6.7,0.15,0.32,7.9,0.034,81.0,0.99512,3.29,0.31,10.0,6
6.4,0.41,0.01,6.1,0.048,70.0,0.99362,3.19,0.42,10.0,5
6.7,0.15,0.32,7.9,0.034,81.0,0.99512,3.29,0.31,10.0,6
6.4,0.41,0.01,6.1,0.048,70.0,0.99362,3.19,0.42,10.0,5
7.1,0.21,0.32,2.2,0.037,141.0,0.993,3.2,0.57,10.0,7
8.2,0.24,0.3,2.3,0.05,106.0,0.99397,2.98,0.5,10.0,5
7.5,0.17,0.44,11.3,0.046,146.0,0.997,3.17,0.45,10.0,6
8.1,0.24,0.26,11.0,0.043,211.0,0.99676,3.11,0.49,10.0,6
6.5,0.25,0.35,12.0,0.055,179.0,0.998,3.58,0.47,10.0,5
7.3,0.23,0.34,9.3,0.052,86.0,0.99574,3.04,0.56,10.0,5
8.0,0.24,0.48,6.8,0.047,134.0,0.99616,3.23,0.7,10.0,5
5.4,0.31,0.47,3.0,0.053,144.0,0.9931,3.29,0.76,10.0,5
6.3,0.32,0.26,12.3,0.044,205.0,0.99611,3.11,0.58,10.0,5
5.7,0.2,0.3,2.5,0.046,125.0,0.99276,3.34,0.5,10.0,6
7.8,0.19,0.26,8.9,0.039,182.0,0.996,3.18,0.46,10.0,6
7.2,0.23,0.32,8.5,0.058,186.0,0.9956,3.19,0.4,10.0,6
6.5,0.25,0.27,15.2,0.049,217.0,0.9972,3.19,0.39,10.0,5
7.3,0.27,0.37,9.7,0.042,130.0,0.9979,3.48,0.75,10.0,6
6.8,0.12,0.3,12.9,0.049,88.0,0.99654,3.2,0.35,10.0,6
6.2,0.21,0.52,6.5,0.047,123.0,0.99418,3.22,0.49,10.0,6
6.8,0.41,0.3,8.8,0.045,131.0,0.9953,3.12,0.59,10.0,5
6.9,0.14,0.29,9.9,0.056,91.0,0.99512,3.19,0.33,10.0,6
6.1,0.22,0.5,6.6,0.045,122.0,0.99415,3.22,0.49,10.0,6
5.7,0.16,0.26,6.3,0.043,113.0,0.9936,3.06,0.58,10.0,6
6.7,0.3,0.49,4.8,0.034,158.0,0.9945,3.12,0.45,10.0,6
5.7,0.12,0.26,5.5,0.034,99.0,0.99324,3.09,0.57,10.0,6
7.2,0.23,0.32,8.5,0.058,186.0,0.9956,3.19,0.4,10.0,6
6.4,0.3,0.3,2.25,0.038,210.0,0.9937,3.2,0.62,10.0,6
7.8,0.24,0.38,2.1,0.058,167.0,0.994,3.21,0.55,10.0,5
6.5,0.3,0.29,2.25,0.037,210.0,0.9937,3.19,0.62,10.0,5
5.8,0.14,0.15,6.1,0.042,123.0,0.99362,3.06,0.6,10.0,6
6.4,0.2,0.15,6.6,0.046,113.0,0.99408,2.99,0.58,10.0,6
6.7,0.29,0.49,4.7,0.034,156.0,0.9945,3.13,0.45,10.0,6
6.7,0.25,0.26,13.5,0.06,156.0,0.99784,3.39,0.46,10.0,6
7.3,0.41,0.24,6.8,0.057,163.0,0.9949,3.2,0.41,10.0,6
6.4,0.26,0.21,7.1,0.04,162.0,0.9956,3.39,0.58,10.0,6
6.7,0.24,0.41,8.7,0.036,148.0,0.9952,3.22,0.62,10.0,6
7.4,0.155,0.34,2.3,0.045,214.0,0.9934,3.18,0.61,10.0,7
6.6,0.4,0.46,6.2,0.056,241.0,0.9968,3.5,0.6,10.0,5
7.4,0.155,0.34,2.3,0.045,214.0,0.9934,3.18,0.61,10.0,7
7.7,0.25,0.43,4.5,0.062,115.0,0.9966,3.38,0.5,10.0,6
4.8,0.33,0.0,6.5,0.028,163.0,0.9937,3.35,0.61,10.0,5
4.8,0.34,0.0,6.5,0.028,163.0,0.9939,3.36,0.61,10.0,6
6.3,0.34,0.19,5.8,0.041,145.0,0.9943,3.15,0.63,10.0,5
6.5,0.35,0.28,12.4,0.051,213.0,0.9962,3.16,0.51,10.0,6
6.5,0.22,0.34,12.0,0.053,177.0,0.9983,3.52,0.44,10.0,6
7.0,0.24,0.3,6.7,0.039,125.0,0.99436,3.2,0.39,10.0,5
5.1,0.165,0.22,5.7,0.047,146.0,0.9934,3.18,0.55,10.0,6
6.5,0.35,0.28,12.4,0.051,213.0,0.9962,3.16,0.51,10.0,6
6.4,0.17,0.27,9.9,0.047,101.0,0.99596,3.34,0.5,10.0,6
6.1,0.28,0.27,8.0,0.048,162.0,0.99498,3.21,0.51,10.0,5
7.6,0.18,0.46,10.2,0.055,135.0,0.9968,3.14,0.43,10.0,6
6.4,0.17,0.27,9.9,0.047,101.0,0.99596,3.34,0.5,10.0,6
5.0,0.31,0.0,6.4,0.046,166.0,0.994,3.3,0.63,10.0,6
5.9,0.22,0.18,6.4,0.041,120.0,0.99403,3.27,0.5,10.0,5
7.5,0.22,0.29,4.8,0.05,87.0,0.994,3.14,0.42,10.0,5
6.4,0.26,0.21,7.1,0.04,162.0,0.9956,3.39,0.58,10.0,6
5.2,0.24,0.15,7.1,0.043,134.0,0.99378,3.24,0.48,10.0,6
6.4,0.15,0.25,7.8,0.05,68.0,0.99394,3.16,0.4,10.0,6
6.7,0.21,0.42,9.1,0.049,150.0,0.9953,3.12,0.74,10.0,7
6.3,0.33,0.2,5.8,0.04,144.0,0.99425,3.15,0.63,10.0,5
6.2,0.33,0.19,5.6,0.042,143.0,0.99425,3.15,0.63,10.0,5
6.8,0.11,0.27,8.6,0.044,104.0,0.99454,3.2,0.37,10.0,6
7.2,0.2,0.31,10.0,0.054,165.0,0.997,3.4,0.42,10.0,6
6.8,0.11,0.27,8.6,0.044,104.0,0.99454,3.2,0.37,10.0,6
7.5,0.19,0.4,7.1,0.056,110.0,0.9954,3.06,0.52,10.0,6
6.3,0.32,0.26,12.0,0.049,170.0,0.9961,3.14,0.55,10.0,6
6.9,0.26,0.33,12.6,0.051,173.0,0.998,3.39,0.38,10.0,5
6.7,0.24,0.37,11.3,0.043,173.0,0.99632,3.08,0.53,10.0,6
6.4,0.26,0.25,10.7,0.046,179.0,0.99606,3.17,0.55,10.0,6
6.2,0.29,0.23,12.4,0.048,201.0,0.99612,3.11,0.56,10.0,6
8.5,0.28,0.34,13.8,0.041,161.0,0.9981,3.13,0.4,10.0,6
5.7,0.385,0.04,12.6,0.034,115.0,0.9964,3.28,0.63,10.0,6
7.3,0.4,0.24,6.7,0.058,166.0,0.995,3.2,0.41,10.0,6
7.3,0.41,0.24,6.8,0.057,163.0,0.9949,3.2,0.41,10.0,6
8.5,0.28,0.34,13.8,0.041,161.0,0.9981,3.13,0.4,10.0,6
6.1,0.36,0.16,6.4,0.037,198.0,0.9944,3.17,0.62,10.0,6
6.7,0.24,0.41,9.4,0.04,166.0,0.9954,3.12,0.61,10.0,6
5.2,0.365,0.08,13.5,0.041,142.0,0.997,3.46,0.39,10.0,6
7.2,0.31,0.41,8.6,0.053,89.0,0.9976,3.29,0.64,10.0,6
7.2,0.43,0.24,6.7,0.058,163.0,0.995,3.2,0.41,10.0,5
6.8,0.11,0.27,8.6,0.044,104.0,0.99454,3.2,0.37,10.0,6
7.2,0.37,0.4,11.6,0.032,214.0,0.9963,3.1,0.51,10.0,6
6.0,0.14,0.17,5.6,0.036,127.0,0.99373,3.05,0.57,10.0,6
6.6,0.24,0.33,10.1,0.032,81.0,0.99626,3.19,0.51,10.0,6
7.2,0.23,0.33,12.7,0.049,183.0,0.9987,3.41,0.4,10.0,5
6.9,0.19,0.35,5.0,0.067,150.0,0.995,3.36,0.48,10.0,5
7.0,0.31,0.26,7.4,0.069,160.0,0.9954,3.13,0.46,10.0,6
6.8,0.17,0.17,5.1,0.049,82.0,0.993,3.0,0.38,10.0,6
7.6,0.3,0.4,2.2,0.054,175.0,0.99445,3.19,0.53,10.0,5
6.8,0.12,0.31,5.2,0.045,120.0,0.9942,3.41,0.46,10.0,7
6.7,0.2,0.41,9.1,0.044,166.0,0.9954,3.14,0.58,10.0,6
6.6,0.21,0.31,11.4,0.039,165.0,0.99795,3.41,0.44,10.0,7
7.2,0.47,0.16,5.9,0.048,125.0,0.99428,3.09,0.49,10.0,5
7.6,0.22,0.34,9.7,0.035,143.0,0.9965,3.08,0.49,10.0,6
6.6,0.27,0.29,5.3,0.045,189.0,0.9953,3.31,0.79,10.0,5
6.5,0.26,0.34,16.3,0.051,197.0,1.0004,3.49,0.42,10.0,5
7.0,0.21,0.37,7.2,0.042,167.0,0.9958,3.26,0.56,10.0,6
7.2,0.37,0.4,11.6,0.032,214.0,0.9963,3.1,0.51,10.0,6
7.3,0.32,0.34,6.6,0.032,112.0,0.99505,3.22,0.46,10.0,6
6.6,0.19,0.41,8.9,0.046,169.0,0.9954,3.14,0.57,10.0,6
7.6,0.27,0.29,2.5,0.059,115.0,0.99328,3.09,0.37,10.0,5
6.6,0.25,0.31,12.4,0.059,181.0,0.9984,3.51,0.47,10.0,6
7.6,0.22,0.34,9.7,0.035,143.0,0.9965,3.08,0.49,10.0,6
7.6,0.27,0.29,2.5,0.059,115.0,0.99328,3.09,0.37,10.0,5
7.6,0.23,0.29,8.6,0.053,146.0,0.9963,3.11,0.32,10.0,6
6.9,0.23,0.33,12.8,0.056,169.0,0.998,3.42,0.42,10.0,6
6.2,0.46,0.25,4.4,0.066,207.0,0.9939,3.25,0.52,10.0,5
6.8,0.23,0.29,12.2,0.035,236.0,0.9976,3.35,0.52,10.0,6
7.0,0.22,0.29,8.9,0.05,90.0,0.99556,3.29,0.46,10.0,6
7.0,0.31,0.26,7.4,0.069,160.0,0.9954,3.13,0.46,10.0,6
6.3,0.27,0.23,2.9,0.047,100.0,0.9936,3.28,0.43,10.0,5
6.5,0.28,0.34,9.9,0.038,133.0,0.9954,3.11,0.44,10.0,5
6.2,0.28,0.22,7.3,0.041,157.0,0.9957,3.44,0.64,10.0,7
5.8,0.31,0.31,7.5,0.052,230.0,0.9949,3.19,0.46,10.0,5
6.8,0.17,0.17,5.1,0.049,82.0,0.993,3.0,0.38,10.0,6
6.3,0.39,0.22,2.8,0.048,173.0,0.99304,3.24,0.45,10.0,5
6.2,0.36,0.45,10.4,0.06,184.0,0.99711,3.31,0.56,10.0,6
7.2,0.47,0.16,5.9,0.048,125.0,0.99428,3.09,0.49,10.0,5
6.2,0.36,0.45,10.4,0.06,184.0,0.99711,3.31,0.56,10.0,6
8.1,0.34,0.28,7.5,0.04,230.0,0.99558,3.14,0.55,10.0,6
7.0,0.23,0.36,13.0,0.051,177.0,0.9972,3.16,0.49,10.0,5
6.1,0.28,0.32,2.5,0.042,218.5,0.9935,3.27,0.6,10.0,5
6.4,0.37,0.37,4.85,0.041,216.5,0.99432,3.1,0.5,10.0,6
5.7,0.25,0.27,10.8,0.05,116.0,0.99592,3.1,0.5,10.0,6
6.6,0.25,0.35,14.0,0.069,163.0,0.999,3.56,0.47,10.0,5
7.2,0.34,0.2,5.8,0.062,203.0,0.99461,3.17,0.44,10.0,6
6.8,0.22,0.3,13.6,0.055,180.0,0.9984,3.44,0.39,10.0,5
6.5,0.46,0.24,11.5,0.051,171.0,0.99588,3.08,0.56,10.0,6
7.0,0.12,0.29,10.3,0.039,98.0,0.99564,3.19,0.38,10.0,8
7.0,0.12,0.29,10.3,0.039,98.0,0.99564,3.19,0.38,10.0,8
7.0,0.12,0.29,10.3,0.039,98.0,0.99564,3.19,0.38,10.0,8
7.8,0.24,0.18,6.7,0.046,160.0,0.9963,3.2,0.56,10.0,6
6.5,0.27,0.26,8.2,0.042,133.0,0.99612,3.43,0.64,10.0,6
6.7,0.18,0.31,10.6,0.035,143.0,0.99572,3.08,0.49,10.0,7
6.0,0.36,0.16,6.3,0.036,191.0,0.9942,3.17,0.62,10.0,5
5.9,0.37,0.14,6.3,0.036,185.0,0.9944,3.17,0.63,10.0,5
6.6,0.43,0.24,11.9,0.04,159.0,0.99622,3.14,0.54,10.0,6
7.4,0.27,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,10.0,5
6.8,0.3,0.33,12.8,0.041,168.0,0.99659,3.1,0.56,10.0,5
7.4,0.27,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,10.0,5
5.6,0.3,0.1,6.4,0.043,142.0,0.99382,3.14,0.48,10.0,5
7.8,0.28,0.31,2.1,0.046,208.0,0.99434,3.23,0.64,10.0,5
7.8,0.28,0.31,2.1,0.046,208.0,0.99434,3.23,0.64,10.0,5
6.7,0.11,0.26,14.8,0.053,95.0,0.99676,3.2,0.35,10.0,6
6.7,0.11,0.26,14.8,0.053,95.0,0.99676,3.2,0.35,10.0,6
6.0,0.17,0.21,6.0,0.05,134.0,0.9939,3.08,0.54,10.0,6
7.9,0.19,0.26,2.1,0.039,143.0,0.9942,3.05,0.74,10.0,5
7.9,0.19,0.26,2.1,0.039,143.0,0.9942,3.05,0.74,10.0,5
6.4,0.41,0.24,14.0,0.048,113.0,0.9982,3.44,0.53,10.0,6
6.3,0.3,0.48,7.4,0.053,149.0,0.99472,3.18,0.53,10.0,5
5.3,0.2,0.31,3.6,0.036,91.0,0.99278,3.41,0.5,10.0,6
6.6,0.26,0.25,11.6,0.045,178.0,0.99691,3.33,0.43,10.0,6
7.4,0.2,0.28,9.1,0.047,95.0,0.99532,3.16,0.47,10.0,7
6.5,0.41,0.24,14.0,0.048,113.0,0.9982,3.44,0.53,10.0,6
6.5,0.41,0.24,14.0,0.048,113.0,0.9982,3.44,0.53,10.0,6
7.6,0.27,0.25,13.9,0.05,199.0,0.9984,3.34,0.5,10.0,6
6.4,0.31,0.4,6.4,0.039,191.0,0.99513,3.14,0.52,10.0,5
8.0,0.22,0.28,14.0,0.053,197.0,0.9981,3.14,0.45,10.0,6
8.0,0.22,0.28,14.0,0.053,197.0,0.9981,3.14,0.45,10.0,6
6.0,0.26,0.5,2.2,0.048,153.0,0.9928,3.08,0.61,10.0,5
6.1,0.26,0.51,2.2,0.05,154.0,0.9929,3.08,0.6,10.0,6
6.8,0.3,0.33,12.8,0.041,168.0,0.99659,3.1,0.56,10.0,5
8.4,0.17,0.31,5.4,0.052,150.0,0.9953,3.24,0.38,10.0,5
7.0,0.15,0.38,15.3,0.045,120.0,0.9975,3.18,0.42,10.0,6
7.4,0.27,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,10.0,5
5.8,0.27,0.2,7.3,0.04,145.0,0.99442,3.15,0.48,10.0,5
7.4,0.27,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,10.0,5
6.9,0.18,0.38,8.1,0.049,176.0,0.9958,3.3,0.54,10.0,6
7.0,0.2,0.38,8.1,0.05,173.0,0.99585,3.3,0.54,10.0,6
8.1,0.34,0.28,7.5,0.04,230.0,0.99558,3.14,0.55,10.0,6
6.8,0.21,0.49,14.5,0.06,170.0,0.9991,3.55,0.44,10.0,6
5.8,0.34,0.21,7.2,0.041,146.0,0.99441,3.16,0.49,10.0,5
6.9,0.18,0.38,8.1,0.049,176.0,0.9958,3.3,0.54,10.0,6
5.7,0.24,0.47,6.3,0.069,182.0,0.99391,3.11,0.46,10.0,5
5.7,0.24,0.47,6.3,0.069,182.0,0.99391,3.11,0.46,10.0,5
5.2,0.22,0.46,6.2,0.066,187.0,0.99362,3.19,0.42,10.0,5
7.4,0.24,0.22,10.7,0.042,81.0,0.9954,2.86,0.36,10.0,6
5.8,0.3,0.09,6.3,0.042,138.0,0.99382,3.15,0.48,10.0,5
7.1,0.13,0.29,15.5,0.064,115.5,0.99737,3.16,0.41,10.0,7
8.2,0.23,0.4,7.5,0.049,76.0,0.9966,3.06,0.84,10.0,6
7.4,0.24,0.22,10.7,0.042,81.0,0.9954,2.86,0.36,10.0,6
7.1,0.26,0.19,8.2,0.051,187.0,0.996,3.16,0.52,10.0,5
8.6,0.23,0.4,4.2,0.035,109.0,0.9947,3.14,0.53,10.0,5
6.3,0.25,0.23,14.9,0.039,142.0,0.99705,3.14,0.35,10.0,6
7.4,0.18,0.3,10.4,0.045,174.0,0.9966,3.11,0.57,10.0,6
7.2,0.34,0.3,8.4,0.051,167.0,0.99756,3.48,0.62,10.0,5
6.3,0.25,0.23,14.9,0.039,142.0,0.99705,3.14,0.35,10.0,6
7.0,0.15,0.29,16.4,0.058,110.0,0.9978,3.15,0.37,10.0,6
7.2,0.34,0.3,8.4,0.051,167.0,0.99756,3.48,0.62,10.0,5
7.3,0.27,0.39,6.7,0.064,188.0,0.9958,3.29,0.3,10.0,5
7.4,0.3,0.49,8.2,0.055,188.0,0.9974,3.52,0.58,10.0,6
7.2,0.23,0.38,6.1,0.067,90.0,0.99496,3.17,0.79,10.0,5
6.8,0.15,0.3,5.3,0.05,127.0,0.9942,3.4,0.39,10.0,6
6.6,0.32,0.34,7.7,0.044,212.0,0.99526,3.22,0.48,10.0,6
8.9,0.21,0.34,7.1,0.037,150.0,0.9962,3.1,0.45,10.0,6
7.1,0.47,0.24,6.0,0.044,77.0,0.9956,3.21,0.56,10.0,5
7.4,0.16,0.31,6.85,0.059,131.0,0.9952,3.29,0.34,10.0,5
7.2,0.31,0.35,7.2,0.046,178.0,0.9955,3.14,0.53,10.0,5
7.2,0.31,0.35,7.2,0.046,178.0,0.9955,3.14,0.53,10.0,5
7.1,0.26,0.19,8.2,0.051,187.0,0.996,3.16,0.52,10.0,5
6.4,0.19,0.35,10.2,0.043,106.0,0.99632,3.16,0.5,10.0,6
6.3,0.34,0.36,4.9,0.035,185.0,0.9946,3.15,0.49,10.0,5
8.0,0.25,0.13,17.2,0.036,219.0,0.9996,2.96,0.46,10.0,5
8.0,0.25,0.13,17.2,0.036,219.0,0.9996,2.96,0.46,10.0,5
6.6,0.26,0.27,11.8,0.048,112.0,0.99606,2.87,0.49,10.0,6
6.3,0.28,0.24,8.45,0.031,172.0,0.9958,3.39,0.57,10.0,7
6.5,0.24,0.32,7.6,0.038,203.0,0.9958,3.45,0.54,10.0,7
6.5,0.28,0.33,15.7,0.053,190.0,0.9978,3.22,0.51,10.0,6
7.6,0.23,0.4,5.2,0.066,91.0,0.99488,3.17,0.8,10.0,5
6.9,0.23,0.34,4.0,0.047,128.0,0.9944,3.2,0.52,10.0,6
6.7,0.18,0.25,14.3,0.048,149.0,0.9975,3.12,0.37,10.0,5
7.9,0.51,0.36,6.2,0.051,173.0,0.9984,3.09,0.53,10.0,5
8.1,0.45,0.34,8.3,0.037,216.0,0.9976,3.31,0.64,10.0,5
6.3,0.26,0.24,7.2,0.039,172.0,0.9958,3.49,0.64,10.0,6
6.4,0.42,0.46,8.4,0.05,180.0,0.99495,3.18,0.46,10.0,6
6.8,0.24,0.34,2.7,0.047,218.5,0.9934,3.3,0.58,10.0,6
7.3,0.24,0.41,13.6,0.05,178.0,0.9988,3.37,0.43,10.0,5
6.4,0.1,0.35,4.9,0.048,103.0,0.9947,3.43,0.79,10.0,6
6.2,0.34,0.28,7.5,0.034,197.0,0.99485,3.14,0.6,10.0,5
8.5,0.21,0.41,4.3,0.036,99.0,0.9947,3.18,0.53,10.0,6
8.3,0.22,0.38,14.8,0.054,126.0,1.0002,3.22,0.5,10.0,5
8.3,0.22,0.38,14.8,0.054,126.0,1.0002,3.22,0.5,10.0,5
7.5,0.41,0.23,14.8,0.054,174.0,0.99898,3.18,0.49,10.0,5
6.5,0.24,0.32,7.6,0.038,203.0,0.9958,3.45,0.54,10.0,7
7.5,0.41,0.23,14.8,0.054,174.0,0.99898,3.18,0.49,10.0,5
6.1,0.37,0.46,12.0,0.042,210.0,0.997,3.17,0.59,10.0,6
8.0,0.29,0.29,13.2,0.046,113.0,0.9983,3.25,0.37,10.0,6
6.7,0.24,0.26,12.6,0.053,182.0,0.99802,3.42,0.42,10.0,5
6.4,0.17,0.32,2.4,0.048,200.0,0.9938,3.5,0.5,10.0,6
6.7,0.21,0.32,5.4,0.047,140.0,0.995,3.39,0.46,10.0,6
6.8,0.25,0.31,13.3,0.05,202.0,0.9972,3.22,0.48,10.0,6
7.4,0.3,0.49,8.2,0.055,188.0,0.9974,3.52,0.58,10.0,6
7.5,0.23,0.32,9.2,0.038,191.0,0.9966,3.04,0.56,10.0,6
6.4,0.17,0.32,2.4,0.048,200.0,0.9938,3.5,0.5,10.0,6
6.6,0.23,0.2,11.4,0.044,131.0,0.99604,2.96,0.51,10.0,6
6.7,0.42,0.39,12.1,0.04,248.0,0.99794,3.31,0.58,10.0,5
6.6,0.23,0.2,11.4,0.044,131.0,0.99604,2.96,0.51,10.0,6
7.5,0.23,0.32,9.2,0.038,191.0,0.9966,3.04,0.56,10.0,6
7.9,0.28,0.41,4.9,0.058,153.0,0.9966,3.27,0.51,10.0,6
6.7,0.42,0.39,12.1,0.04,248.0,0.99794,3.31,0.58,10.0,5
6.7,0.13,0.29,5.3,0.051,122.0,0.9944,3.44,0.37,10.0,6
8.2,0.25,0.46,3.75,0.05,102.0,0.99524,3.28,0.58,10.0,5
6.0,0.42,0.41,12.4,0.032,179.0,0.99622,3.14,0.6,10.0,5
6.4,0.26,0.49,6.4,0.037,161.0,0.9954,3.38,0.53,10.0,6
7.2,0.115,0.3,6.8,0.056,105.0,0.9954,3.44,0.4,10.0,6
7.6,0.13,0.34,9.3,0.062,126.0,0.9966,3.21,0.39,10.0,5
6.3,0.34,0.52,6.3,0.047,186.0,0.99481,3.18,0.44,10.0,5
6.8,0.27,0.3,13.0,0.047,160.0,0.99705,3.16,0.5,10.0,6
5.9,0.31,0.3,7.7,0.047,206.0,0.995,3.2,0.39,10.0,6
6.2,0.29,0.26,13.1,0.046,204.0,0.99745,3.16,0.41,10.0,6
6.8,0.27,0.3,13.0,0.047,160.0,0.99705,3.16,0.5,10.0,6
6.8,0.31,0.19,3.5,0.086,130.0,0.993,2.83,0.44,10.0,5
6.2,0.2,0.25,15.0,0.055,120.0,0.99767,3.19,0.53,10.0,6
6.8,0.27,0.3,13.0,0.047,160.0,0.99705,3.16,0.5,10.0,6
6.2,0.32,0.5,6.5,0.048,186.0,0.9948,3.19,0.45,10.0,5
8.3,0.28,0.4,7.8,0.041,194.0,0.9976,3.34,0.51,10.0,6
7.2,0.21,0.34,11.9,0.043,213.0,0.9962,3.09,0.5,10.0,6
6.4,0.31,0.26,13.2,0.046,205.0,0.9975,3.17,0.41,10.0,5
6.2,0.2,0.25,15.0,0.055,120.0,0.99767,3.19,0.53,10.0,6
7.7,0.28,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,10.0,5
7.8,0.32,0.33,10.4,0.031,194.0,0.99692,3.07,0.58,10.0,6
6.9,0.27,0.4,14.0,0.05,227.0,0.9979,3.18,0.58,10.0,6
7.7,0.28,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,10.0,5
6.3,0.36,0.5,8.3,0.053,202.0,0.9955,3.2,0.51,10.0,6
7.8,0.32,0.33,10.4,0.031,194.0,0.99692,3.07,0.58,10.0,6
6.5,0.33,0.38,8.3,0.048,174.0,0.99492,3.14,0.5,10.0,5
6.4,0.32,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,10.0,5
5.5,0.335,0.3,2.5,0.071,128.0,0.9924,3.14,0.51,10.0,6
6.2,0.25,0.21,15.55,0.039,159.0,0.9982,3.48,0.64,10.0,6
6.8,0.34,0.44,6.6,0.052,156.0,0.9955,3.14,0.41,10.0,5
5.8,0.4,0.42,4.4,0.047,245.0,0.9937,3.25,0.57,10.0,6
7.8,0.15,0.24,7.7,0.047,98.0,0.9951,2.94,0.31,10.0,6
7.6,0.13,0.34,9.3,0.062,126.0,0.9966,3.21,0.39,10.0,5
5.9,0.29,0.33,7.4,0.037,205.0,0.99495,3.26,0.41,10.0,5
7.2,0.24,0.4,17.85,0.049,185.0,1.0,3.34,0.42,10.0,5
7.0,0.12,0.28,6.3,0.057,103.0,0.9957,3.5,0.44,10.0,5
6.2,0.32,0.16,7.0,0.045,136.0,0.9949,3.18,0.47,10.0,6
7.7,0.24,0.29,15.3,0.044,194.0,0.9982,3.06,0.47,10.0,7
7.2,0.29,0.4,13.6,0.045,231.0,0.9977,3.08,0.59,10.0,6
6.7,0.27,0.31,15.7,0.036,179.0,0.9979,3.26,0.56,10.0,5
7.2,0.29,0.53,18.15,0.047,182.0,0.9992,3.09,0.52,10.0,5
6.4,0.32,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,10.0,5
7.1,0.22,0.32,16.9,0.056,158.0,0.9998,3.37,0.38,10.0,6
7.1,0.22,0.32,16.9,0.056,158.0,0.9998,3.37,0.38,10.0,6
6.9,0.29,0.41,7.8,0.046,171.0,0.99537,3.12,0.51,10.0,5
6.4,0.32,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,10.0,5
7.0,0.3,0.51,13.6,0.05,168.0,0.9976,3.07,0.52,10.0,7
7.0,0.3,0.51,13.6,0.05,168.0,0.9976,3.07,0.52,10.0,7
6.5,0.28,0.35,15.4,0.042,195.0,0.9978,3.23,0.5,10.0,6
6.4,0.35,0.51,7.8,0.055,177.0,0.99502,3.12,0.45,10.0,5
8.3,0.23,0.3,2.1,0.049,153.0,0.9953,3.09,0.5,10.0,6
7.5,0.28,0.39,10.2,0.045,209.0,0.9972,3.16,0.63,10.0,6
6.4,0.21,0.21,5.1,0.097,105.0,0.9939,3.07,0.46,10.0,5
7.3,0.28,0.36,12.7,0.04,140.0,0.998,3.3,0.79,10.0,6
7.1,0.17,0.38,7.4,0.052,182.0,0.9958,3.35,0.52,10.0,6
6.7,0.25,0.36,8.6,0.037,206.0,0.99553,3.18,0.5,10.0,5
6.4,0.25,0.3,5.5,0.038,129.0,0.9948,3.14,0.49,10.0,6
6.4,0.33,0.44,8.9,0.055,164.0,0.99488,3.1,0.48,10.0,5
6.2,0.37,0.3,6.6,0.346,200.0,0.9954,3.29,0.58,10.0,5
7.4,0.19,0.42,6.4,0.067,212.0,0.9958,3.3,0.33,10.0,6
7.3,0.21,0.3,10.9,0.037,112.0,0.997,3.4,0.5,10.0,6
6.8,0.27,0.3,13.0,0.047,160.0,0.99705,3.16,0.5,10.0,6
6.4,0.25,0.3,5.5,0.038,129.0,0.9948,3.14,0.49,10.0,6
6.5,0.25,0.32,9.9,0.045,128.0,0.99636,3.18,0.52,10.0,6
6.8,0.45,0.3,11.8,0.094,97.0,0.997,3.09,0.44,10.0,5
6.6,0.15,0.34,5.1,0.055,125.0,0.9942,3.36,0.42,10.0,5
6.6,0.32,0.36,8.0,0.047,168.0,0.9949,3.15,0.46,10.0,5
6.7,0.5,0.38,7.5,0.046,175.0,0.99662,3.32,0.54,10.0,5
6.6,0.37,0.47,6.5,0.061,150.0,0.9954,3.14,0.45,10.0,6
7.0,0.17,0.31,4.8,0.034,132.0,0.9944,3.36,0.48,10.0,7
6.9,0.16,0.3,9.6,0.057,185.0,0.9978,3.39,0.38,10.0,6
6.8,0.31,0.19,3.5,0.086,130.0,0.993,2.83,0.44,10.0,5
6.9,0.16,0.3,9.6,0.057,185.0,0.9978,3.39,0.38,10.0,6
6.8,0.28,0.36,7.0,0.043,207.0,0.99556,3.16,0.49,10.0,6
6.7,0.31,0.44,6.7,0.054,160.0,0.9952,3.04,0.44,10.0,5
7.9,0.25,0.34,11.4,0.04,202.0,0.99708,3.11,0.57,10.0,6
6.9,0.28,0.22,10.0,0.052,131.0,0.99696,3.08,0.46,10.0,5
6.7,0.26,0.51,8.0,0.062,194.0,0.99545,3.13,0.5,10.0,5
6.5,0.22,0.19,4.5,0.096,115.0,0.9937,3.02,0.44,10.0,5
7.6,0.23,0.49,10.0,0.036,182.0,0.9967,3.08,0.58,10.0,6
6.7,0.33,0.42,6.4,0.058,151.0,0.9954,3.16,0.44,10.0,5
7.3,0.25,0.29,7.5,0.049,158.0,0.9965,3.43,0.38,10.0,5
7.3,0.25,0.29,7.5,0.049,158.0,0.9965,3.43,0.38,10.0,5
6.4,0.33,0.44,8.9,0.055,164.0,0.99488,3.1,0.48,10.0,5
